time_stamp_millis,heart_rate,confidence,oxygen,status,temperature,RawIR,RawRed
7616.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7636.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7656.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7676.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7696.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7716.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7736.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7756.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7776.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7796.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7816.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7836.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7856.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7876.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7896.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7916.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7936.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7956.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7976.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
7996.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8016.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8036.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8056.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8076.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8096.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8116.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8136.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8156.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8176.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8201.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8221.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8241.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8261.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8281.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8301.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8321.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8341.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8361.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8381.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8401.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8421.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8441.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8461.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8481.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8501.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8521.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0
8541.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8561.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8581.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8601.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8621.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8641.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8661.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8681.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8701.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8721.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8741.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0
8761.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8781.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8801.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8821.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8841.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8861.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8881.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8901.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8921.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8941.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8961.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
8981.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9001.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9021.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9041.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9061.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9081.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9101.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9121.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9141.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9161.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9181.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
9201.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0
